Time Period Ending,Time Interval,Avg mph,Total Volume
1319,87,60,318
1334,88,59,286
1349,89,59,263
1364,90,59,252
1379,91,60,215
1394,92,57,238
1409,93,60,171
1424,94,59,189
1439,95,58,170
14,0,59,129
29,1,59,122
44,2,61,135
59,3,60,89
74,4,58,87
89,5,61,80
104,6,59,74
119,7,58,74
134,8,61,59
149,9,63,47
164,10,62,38
179,11,59,43
194,12,62,36
209,13,61,34
224,14,60,32
239,15,61,28
254,16,66,35
269,17,60,25
284,18,60,19
299,19,63,25
314,20,66,15
329,21,62,35
344,22,60,45
359,23,63,48
374,24,63,56
389,25,65,61
404,26,65,73
419,27,62,74
434,28,63,95
449,29,64,82
464,30,65,79
479,31,64,95
494,32,64,95
509,33,64,114
524,34,63,145
539,35,63,177
554,36,64,172
569,37,64,228
584,38,63,267
599,39,65,323
614,40,65,359
629,41,64,425
644,42,63,472
659,43,62,527
674,44,61,647
689,45,61,722
704,46,60,789
719,47,59,830
734,48,60,853
749,49,58,871
764,50,59,765
779,51,59,778
794,52,59,743
809,53,61,756
824,54,63,702
839,55,64,597
854,56,63,557
869,57,62,521
884,58,63,463
899,59,63,435
914,60,64,399
929,61,64,391
944,62,64,381
959,63,62,380
974,64,61,403
989,65,60,354
1004,66,58,431
1019,67,59,363
1034,68,60,467
1049,69,58,420
1064,70,59,468
1079,71,59,473
1094,72,59,480
1109,73,59,465
1124,74,59,462
1139,75,58,469
1154,76,57,509
1169,77,58,489
1184,78,59,429
1199,79,59,443
1214,80,59,449
1229,81,57,440
1244,82,58,407
1259,83,58,465
1274,84,60,368
1289,85,58,405
1304,86,58,407
1319,87,58,373
1334,88,58,357
1349,89,56,351
1364,90,54,342
1379,91,58,309
1394,92,59,276
1409,93,59,263
1424,94,58,248
1439,95,58,232
14,0,56,207
29,1,58,169
44,2,61,145
59,3,58,114
74,4,58,104
89,5,61,91
104,6,59,77
119,7,58,60
134,8,61,48
149,9,62,44
164,10,59,45
179,11,62,31
194,12,60,35
209,13,62,30
224,14,59,22
239,15,59,29
254,16,61,30
269,17,62,27
284,18,60,32
299,19,59,35
314,20,62,51
329,21,60,61
344,22,61,72
359,23,62,89
374,24,60,73
389,25,64,123
404,26,63,138
419,27,62,149
434,28,62,142
449,29,61,140
464,30,62,141
479,31,64,188
494,32,64,168
509,33,65,184
524,34,65,203
539,35,65,225
554,36,64,282
569,37,63,308
584,38,64,399
599,39,63,387
614,40,62,421
629,41,62,553
644,42,62,599
659,43,61,679
674,44,58,754
689,45,59,760
704,46,60,779
719,47,56,874
734,48,56,917
749,49,54,936
764,50,52,1036
779,51,53,1013
794,52,54,1043
809,53,54,1001
824,54,53,1041
839,55,57,859
854,56,57,813
869,57,56,848
884,58,57,855
899,59,58,755
914,60,59,787
929,61,57,800
944,62,56,780
959,63,57,780
974,64,57,809
989,65,53,826
1004,66,54,812
1019,67,52,894
1034,68,52,825
1049,69,51,847
1064,70,55,758
1079,71,54,781
1094,72,55,727
1109,73,56,736
1124,74,55,717
1139,75,54,765
1154,76,58,642
1169,77,55,692
1184,78,58,596
1199,79,55,703
1214,80,57,615
1229,81,59,629
1244,82,58,586
1259,83,60,543
1274,84,59,562
1289,85,58,504
1304,86,59,502
1319,87,59,491
1334,88,61,450
1349,89,61,398
1364,90,59,373
1379,91,61,339
1394,92,61,261
1409,93,62,221
1424,94,62,260
1439,95,60,216
14,0,62,178
29,1,62,136
44,2,62,106
59,3,62,99
74,4,62,89
89,5,63,88
104,6,61,87
119,7,62,64
134,8,60,56
149,9,60,46
164,10,54,46
179,11,57,56
194,12,58,54
209,13,61,43
224,14,59,40
239,15,60,48
254,16,62,47
269,17,60,59
284,18,59,84
299,19,61,74
314,20,60,99
329,21,59,138
344,22,61,182
359,23,61,182
374,24,62,215
389,25,60,322
404,26,62,294
419,27,61,292
434,28,62,315
449,29,60,382
464,30,61,413
479,31,63,452
494,32,60,429
509,33,61,518
524,34,62,470
539,35,64,465
554,36,64,435
569,37,63,560
584,38,62,561
599,39,60,589
614,40,61,589
629,41,60,649
644,42,59,643
659,43,59,700
674,44,60,654
689,45,59,750
704,46,59,749
719,47,58,761
734,48,57,793
749,49,56,812
764,50,58,647
779,51,59,769
794,52,57,894
809,53,57,790
824,54,56,777
839,55,56,849
854,56,57,817
869,57,58,805
884,58,59,737
899,59,56,823
914,60,55,813
929,61,55,805
944,62,56,808
959,63,52,936
974,64,53,858
989,65,51,921
1004,66,50,928
1019,67,49,909
1034,68,48,937
1049,69,47,876
1064,70,48,933
1079,71,51,846
1094,72,52,835
1109,73,51,879
1124,74,51,858
1139,75,52,847
1154,76,52,947
1169,77,55,821
1184,78,54,900
1199,79,58,599
1214,80,60,506
1229,81,59,539
1244,82,60,509
1259,83,60,454
1274,84,60,441
1289,85,59,500
1304,86,61,399
1319,87,60,384
1334,88,60,352
1349,89,60,337
1364,90,59,289
1379,91,59,253
1394,92,61,241
1409,93,60,254
1424,94,60,195
1439,95,62,161
14,0,59,144
29,1,60,124
44,2,60,118
59,3,61,87
74,4,61,86
89,5,61,80
104,6,57,69
119,7,60,60
134,8,59,59
149,9,58,56
164,10,59,43
179,11,60,55
194,12,61,60
209,13,60,51
224,14,58,54
239,15,61,50
254,16,60,67
269,17,59,67
284,18,60,76
299,19,59,88
314,20,59,123
329,21,61,155
344,22,62,182
359,23,61,187
374,24,62,252
389,25,62,269
404,26,62,281
419,27,61,313
434,28,60,328
449,29,60,375
464,30,60,406
479,31,60,407
494,32,62,411
509,33,61,464
524,34,61,489
539,35,60,499
554,36,63,495
569,37,61,509
584,38,62,571
599,39,60,608
614,40,61,621
629,41,60,600
644,42,59,685
659,43,60,667
674,44,59,715
689,45,59,749
704,46,60,721
719,47,59,727
734,48,58,801
749,49,58,767
764,50,58,741
779,51,60,707
794,52,60,781
809,53,59,783
824,54,59,790
839,55,58,795
854,56,58,786
869,57,56,849
884,58,57,822
899,59,59,816
914,60,58,789
929,61,55,948
944,62,56,879
959,63,56,901
974,64,53,910
989,65,52,913
1004,66,53,941
1019,67,52,919
1034,68,50,892
1049,69,53,854
1064,70,53,858
1079,71,52,894
1094,72,51,871
1109,73,53,857
1124,74,56,776
1139,75,56,761
1154,76,57,664
1169,77,59,572
1184,78,58,617
1199,79,60,506
1214,80,59,490
1229,81,59,475
1244,82,60,419
1259,83,59,393
1274,84,59,395
1289,85,62,379
1304,86,60,363
1319,87,60,350
1334,88,60,326
1349,89,61,323
1364,90,62,289
1379,91,60,237
1394,92,59,252
1409,93,59,232
1424,94,61,197
1439,95,60,175
14,0,60,173
29,1,58,151
44,2,60,155
59,3,59,100
74,4,59,113
89,5,59,89
104,6,57,89
119,7,61,68
134,8,58,66
149,9,59,77
164,10,60,64
179,11,59,52
194,12,58,61
209,13,58,58
224,14,62,68
239,15,58,59
254,16,57,49
269,17,63,72
284,18,62,64
299,19,60,90
314,20,60,89
329,21,60,118
344,22,59,102
359,23,59,129
374,24,61,123
389,25,61,167
404,26,61,163
419,27,61,164
434,28,62,186
449,29,60,219
464,30,63,245
479,31,61,274
494,32,61,250
509,33,61,317
524,34,62,344
539,35,62,337
554,36,62,333
569,37,61,474
584,38,62,510
599,39,61,594
614,40,61,584
629,41,61,613
644,42,61,691
659,43,60,716
674,44,61,694
689,45,60,762
704,46,59,838
719,47,58,881
734,48,56,869
749,49,55,932
764,50,55,1038
779,51,56,986
794,52,55,1087
809,53,57,1017
824,54,55,1052
839,55,57,976
854,56,56,983
869,57,56,962
884,58,56,944
899,59,55,895
914,60,57,857
929,61,58,856
944,62,57,844
959,63,56,900
974,64,56,862
989,65,56,880
1004,66,52,922
1019,67,51,886
1034,68,53,879
1049,69,53,858
1064,70,53,829
1079,71,53,772
1094,72,55,745
1109,73,56,735
1124,74,55,699
1139,75,56,659
1154,76,56,674
1169,77,60,579
1184,78,58,570
1199,79,58,545
1214,80,58,458
1229,81,58,476
1244,82,60,452
1259,83,61,445
1274,84,60,373
1289,85,59,398
1304,86,60,333
1319,87,59,383
1334,88,61,359
1349,89,59,304
1364,90,62,270
1379,91,61,266
1394,92,60,300
1409,93,60,290
1424,94,61,212
1439,95,61,236
14,0,60,193
29,1,61,157
44,2,61,139
59,3,60,152
74,4,59,128
89,5,59,125
104,6,59,111
119,7,60,95
134,8,60,88
149,9,59,62
164,10,58,58
179,11,61,47
194,12,60,56
209,13,58,44
224,14,57,54
239,15,58,49
254,16,59,43
269,17,56,52
284,18,58,73
299,19,56,53
314,20,60,55
329,21,59,72
344,22,62,92
359,23,60,89
374,24,61,76
389,25,62,132
404,26,62,131
419,27,62,112
434,28,60,105
449,29,60,144
464,30,60,186
479,31,62,172
494,32,63,163
509,33,64,185
524,34,63,238
539,35,63,294
554,36,63,267
569,37,64,345
584,38,63,400
599,39,61,391
614,40,62,447
629,41,60,482
644,42,61,542
659,43,61,574
674,44,61,650
689,45,61,675
704,46,59,710
719,47,59,804
734,48,58,785
749,49,57,819
764,50,58,840
779,51,58,865
794,52,58,810
809,53,59,889
824,54,57,879
839,55,57,890
854,56,57,836
869,57,58,840
884,58,58,819
899,59,57,836
914,60,57,799
929,61,56,851
944,62,55,823
959,63,53,838
974,64,55,840
989,65,50,1011
1004,66,44,1078
1019,67,35,1169
1034,68,47,1031
1049,69,52,905
1064,70,53,885
1079,71,53,812
1094,72,56,736
1109,73,54,793
1124,74,54,773
1139,75,55,752
1154,76,55,715
1169,77,56,694
1184,78,57,596
1199,79,58,550
1214,80,59,544
1229,81,61,445
1244,82,60,473
1259,83,61,416
1274,84,61,404
1289,85,59,349
1304,86,60,328
1319,87,61,342
1334,88,62,280
1349,89,60,271
1364,90,62,274
1379,91,62,240
1394,92,61,215
1409,93,62,221
1424,94,60,211
1439,95,62,162
14,0,60,126
29,1,61,150
44,2,63,99
59,3,62,95
74,4,60,85
89,5,64,89
104,6,61,90
119,7,61,51
134,8,59,49
149,9,59,50
164,10,59,46
179,11,59,44
194,12,59,35
209,13,60,39
224,14,60,43
239,15,61,44
254,16,56,51
269,17,59,57
284,18,59,59
299,19,58,79
314,20,60,90
329,21,60,129
344,22,60,170
359,23,62,186
374,24,63,228
389,25,62,247
404,26,63,246
419,27,62,270
434,28,62,296
449,29,61,302
464,30,61,352
479,31,61,326
494,32,62,354
509,33,61,372
524,34,61,441
539,35,62,356
554,36,61,383
569,37,61,433
584,38,61,456
599,39,62,441
614,40,61,481
629,41,60,537
644,42,61,534
659,43,60,545
674,44,60,654
689,45,59,682
704,46,58,709
719,47,60,669
734,48,60,658
749,49,59,735
764,50,59,747
779,51,59,714
794,52,60,756
809,53,59,794
824,54,58,767
839,55,58,776
854,56,59,793
869,57,58,883
884,58,59,787
899,59,59,781
914,60,57,825
929,61,58,869
944,62,58,898
959,63,58,871
974,64,57,860
989,65,57,824
1004,66,55,837
1019,67,56,827
1034,68,56,875
1049,69,55,856
1064,70,54,838
1079,71,56,823
1094,72,58,745
1109,73,56,725
1124,74,57,748
1139,75,57,758
1154,76,57,708
1169,77,57,720
1184,78,58,639
1199,79,58,614
1214,80,59,518
1229,81,59,492
1244,82,59,457
1259,83,61,406
1274,84,61,366
1289,85,63,342
1304,86,62,321
1319,87,62,279
1334,88,62,288
1349,89,61,296
1364,90,62,216
1379,91,61,219
1394,92,63,217
1409,93,63,168
1424,94,62,128
1439,95,63,98
14,0,64,81
29,1,59,105
44,2,57,177
59,3,58,239
74,4,57,291
89,5,58,269
104,6,59,237
119,7,58,192
134,8,58,158
149,9,58,186
164,10,60,150
179,11,58,121
194,12,59,136
209,13,57,116
224,14,59,107
239,15,61,119
254,16,60,98
269,17,57,90
284,18,56,65
299,19,57,67
314,20,60,63
329,21,60,85
344,22,59,73
359,23,63,87
374,24,59,82
389,25,61,83
404,26,58,123
419,27,62,112
434,28,61,96
449,29,59,119
464,30,62,115
479,31,64,106
494,32,62,103
509,33,64,105
524,34,61,119
539,35,62,131
554,36,63,146
569,37,62,186
584,38,64,229
599,39,64,211
614,40,64,248
629,41,63,288
644,42,63,335
659,43,63,372
674,44,63,459
689,45,62,488
704,46,62,584
719,47,63,629
734,48,62,674
749,49,60,749
764,50,60,756
779,51,60,797
794,52,60,815
809,53,59,869
824,54,58,784
839,55,60,768
854,56,59,771
869,57,59,739
884,58,59,776
899,59,58,819
914,60,57,839
929,61,58,852
944,62,56,805
959,63,57,841
974,64,57,822
989,65,57,798
1004,66,52,868
1019,67,53,868
1034,68,54,834
1049,69,55,864
1064,70,55,808
1079,71,56,783
1094,72,57,734
1109,73,57,673
1124,74,55,724
1139,75,58,663
1154,76,60,595
1169,77,59,513
1184,78,59,541
1199,79,60,494
1214,80,61,473
1229,81,61,445
1244,82,61,383
1259,83,61,379
1274,84,61,370
1289,85,59,347
1304,86,60,342
1319,87,63,297
1334,88,61,256
1349,89,64,268
1364,90,63,230
1379,91,63,212
1394,92,61,198
1409,93,63,151
1424,94,64,127
1439,95,61,130
14,0,64,81
29,1,59,105
44,2,57,177
59,3,58,239
74,4,57,291
89,5,58,269
104,6,59,237
119,7,58,192
134,8,58,158
149,9,58,186
164,10,60,150
179,11,58,121
194,12,59,136
209,13,57,116
224,14,59,107
239,15,61,119
254,16,60,98
269,17,57,90
284,18,56,65
299,19,57,67
314,20,60,63
329,21,60,85
344,22,59,73
359,23,63,87
374,24,59,82
389,25,61,83
404,26,58,123
419,27,62,112
434,28,61,96
449,29,59,119
464,30,62,115
479,31,64,106
494,32,62,103
509,33,64,105
524,34,61,119
539,35,62,131
554,36,63,146
569,37,62,186
584,38,64,229
599,39,64,211
614,40,64,248
629,41,63,288
644,42,63,335
659,43,63,372
674,44,63,459
689,45,62,488
704,46,62,584
719,47,63,629
734,48,62,674
749,49,60,749
764,50,60,756
779,51,60,797
794,52,60,815
809,53,59,869
824,54,58,784
839,55,60,768
854,56,59,771
869,57,59,739
884,58,59,776
899,59,58,819
914,60,57,839
929,61,58,852
944,62,56,805
959,63,57,841
974,64,57,822
989,65,57,798
1004,66,52,868
1019,67,53,868
1034,68,54,834
1049,69,55,864
1064,70,55,808
1079,71,56,783
1094,72,57,734
1109,73,57,673
1124,74,55,724
1139,75,58,663
1154,76,60,595
1169,77,59,513
1184,78,59,541
1199,79,60,494
1214,80,61,473
1229,81,61,445
1244,82,61,383
1259,83,61,379
1274,84,61,370
1289,85,59,347
1304,86,60,342
1319,87,63,297
1334,88,61,256
1349,89,64,268
1364,90,63,230
1379,91,63,212
1394,92,61,198
1409,93,63,151
1424,94,64,127
1439,95,61,130
14,0,63,97
29,1,63,93
44,2,61,75
59,3,63,62
74,4,62,57
89,5,60,46
104,6,61,52
119,7,60,43
134,8,60,44
149,9,58,47
164,10,57,28
179,11,55,21
194,12,58,39
209,13,62,34
224,14,60,41
239,15,58,33
254,16,58,44
269,17,59,59
284,18,60,82
299,19,61,117
314,20,60,125
329,21,60,183
344,22,62,287
359,23,62,428
374,24,63,528
389,25,62,677
404,26,61,721
419,27,59,717
434,28,58,796
449,29,57,754
464,30,56,765
479,31,59,720
494,32,58,740
509,33,58,761
524,34,57,813
539,35,60,640
554,36,59,615
569,37,59,661
584,38,59,630
599,39,60,587
614,40,60,600
629,41,60,625
644,42,59,630
659,43,58,678
674,44,56,595
689,45,57,772
704,46,57,733
719,47,59,668
734,48,58,726
749,49,58,683
764,50,59,683
779,51,60,661
794,52,59,723
809,53,60,715
824,54,57,850
839,55,57,868
854,56,57,899
869,57,58,868
884,58,59,737
899,59,57,869
914,60,56,852
929,61,57,848
944,62,58,901
959,63,59,811
974,64,55,944
989,65,54,1002
1004,66,50,998
1019,67,48,1066
1034,68,49,1093
1049,69,47,1100
1064,70,49,1090
1079,71,49,1033
1094,72,51,1057
1109,73,55,879
1124,74,55,789
1139,75,54,778
1154,76,57,634
1169,77,57,591
1184,78,58,561
1199,79,61,488
1214,80,60,436
1229,81,58,425
1244,82,60,392
1259,83,61,337
1274,84,59,334
1289,85,59,314
1304,86,62,309
1319,87,61,264
1334,88,60,243
1349,89,60,270
1364,90,60,245
1379,91,60,187
1394,92,61,187
1409,93,61,173
1424,94,63,140
1439,95,62,144
14,0,62,111
29,1,59,82
44,2,60,82
59,3,60,82
74,4,59,82
89,5,62,43
104,6,59,44
119,7,61,48
134,8,57,59
149,9,60,49
164,10,57,49
179,11,56,41
194,12,60,51
209,13,60,39
224,14,59,48
239,15,60,61
254,16,59,58
269,17,60,69
284,18,59,96
299,19,61,141
314,20,59,159
329,21,60,251
344,22,61,341
359,23,63,441
374,24,62,627
389,25,61,789
404,26,59,826
419,27,57,904
434,28,55,890
449,29,55,902
464,30,54,919
479,31,56,862
494,32,56,936
509,33,54,964
524,34,56,863
539,35,56,897
554,36,58,782
569,37,56,769
584,38,57,750
599,39,57,737
614,40,59,698
629,41,60,706
644,42,55,718
659,43,59,691
674,44,58,723
689,45,58,728
704,46,58,744
719,47,59,644
734,48,57,725
749,49,59,648
764,50,59,682
779,51,57,687
794,52,57,673
809,53,58,671
824,54,58,670
839,55,59,607
854,56,58,619
869,57,58,684
884,58,57,655
899,59,59,648
914,60,57,703
929,61,57,763
944,62,56,797
959,63,58,870
974,64,56,871
989,65,54,971
1004,66,52,1007
1019,67,50,1036
1034,68,50,1019
1049,69,49,1065
1064,70,47,1012
1079,71,51,992
1094,72,52,898
1109,73,52,911
1124,74,55,739
1139,75,55,691
1154,76,58,562
1169,77,58,569
1184,78,59,526
1199,79,59,472
1214,80,61,493
1229,81,59,410
1244,82,60,380
1259,83,59,325
1274,84,58,317
1289,85,59,305
1304,86,60,302
1319,87,59,269
1334,88,59,259
1349,89,62,237
1364,90,60,221
1379,91,61,181
1394,92,60,194
1409,93,61,155
1424,94,63,135
1439,95,61,123
14,0,60,105
29,1,59,81
44,2,57,66
59,3,61,70
74,4,59,59
89,5,59,60
104,6,61,54
119,7,64,66
134,8,59,67
149,9,58,53
164,10,58,55
179,11,60,44
194,12,59,55
209,13,62,48
224,14,60,50
239,15,60,55
254,16,59,64
269,17,57,60
284,18,60,97
299,19,61,126
314,20,59,178
329,21,60,170
344,22,61,342
359,23,63,451
374,24,62,581
389,25,62,725
404,26,58,760
419,27,59,790
434,28,57,804
449,29,55,859
464,30,54,930
479,31,57,798
494,32,56,902
509,33,55,887
524,34,56,887
539,35,58,852
554,36,57,847
569,37,59,759
584,38,57,764
599,39,59,702
614,40,57,709
629,41,57,665
644,42,58,741
659,43,57,764
674,44,58,754
689,45,58,685
704,46,57,693
719,47,58,686
734,48,58,704
749,49,58,709
764,50,58,734
779,51,58,691
794,52,58,697
809,53,58,769
824,54,57,709
839,55,58,720
854,56,58,749
869,57,58,785
884,58,58,778
899,59,58,799
914,60,57,824
929,61,55,892
944,62,54,945
959,63,35,979
974,64,51,1036
989,65,50,1134
1004,66,47,1127
1019,67,50,1051
1034,68,49,1037
1049,69,49,1102
1064,70,50,1064
1079,71,53,957
1094,72,50,999
1109,73,53,900
1124,74,54,844
1139,75,54,798
1154,76,57,738
1169,77,58,670
1184,78,58,645
1199,79,57,616
1214,80,59,535
1229,81,58,496
1244,82,59,396
1259,83,60,387
1274,84,61,356
1289,85,62,328
1304,86,60,347
1319,87,61,262
1334,88,60,311
1349,89,59,283
1364,90,61,233
1379,91,60,241
1394,92,60,239
1409,93,59,230
1424,94,59,187
1439,95,61,163
14,0,60,124
29,1,62,142
44,2,60,136
59,3,59,111
74,4,59,89
89,5,63,82
104,6,59,81
119,7,59,81
134,8,59,60
149,9,56,47
164,10,59,57
179,11,58,39
194,12,58,47
209,13,58,41
224,14,59,59
239,15,56,49
254,16,59,49
269,17,61,70
284,18,60,63
299,19,60,78
314,20,61,94
329,21,60,133
344,22,63,141
359,23,61,143
374,24,61,153
389,25,63,207
404,26,62,227
419,27,62,266
434,28,61,248
449,29,60,322
464,30,61,324
479,31,62,359
494,32,61,342
509,33,62,395
524,34,62,468
539,35,62,553
554,36,62,532
569,37,61,540
584,38,60,610
599,39,62,638
614,40,60,613
629,41,60,626
644,42,59,721
659,43,58,776
674,44,58,832
689,45,58,796
704,46,57,840
719,47,59,844
734,48,58,926
749,49,58,898
764,50,58,902
779,51,58,944
794,52,58,937
809,53,55,964
824,54,58,956
839,55,58,931
854,56,58,838
869,57,58,863
884,58,58,865
899,59,59,786
914,60,58,794
929,61,58,884
944,62,57,836
959,63,57,919
974,64,57,816
989,65,56,828
1004,66,53,947
1019,67,55,820
1034,68,54,886
1049,69,52,893
1064,70,53,910
1079,71,54,844
1094,72,54,812
1109,73,56,807
1124,74,57,733
1139,75,58,707
1154,76,57,657
1169,77,57,612
1184,78,58,575
1199,79,59,514
1214,80,59,475
1229,81,59,468
1244,82,58,437
1259,83,59,377
1274,84,56,419
1289,85,62,346
1304,86,61,335
1319,87,60,316
1334,88,59,318
1349,89,58,299
1364,90,59,292
1379,91,60,300
1394,92,60,260
1409,93,61,260
1424,94,60,229
1439,95,61,235
14,0,62,175
29,1,61,186
44,2,61,171
59,3,61,144
74,4,62,123
89,5,62,101
104,6,63,102
119,7,60,71
134,8,63,82
149,9,59,74
164,10,62,45
179,11,60,45
194,12,62,51
209,13,59,47
224,14,59,44
239,15,60,45
254,16,58,38
269,17,61,34
284,18,58,49
299,19,58,55
314,20,61,53
329,21,59,70
344,22,61,91
359,23,62,76
374,24,62,92
389,25,62,128
404,26,62,145
419,27,64,152
434,28,62,137
449,29,63,157
464,30,62,214
479,31,63,207
494,32,64,198
509,33,62,228
524,34,62,285
539,35,64,298
554,36,62,375
569,37,63,416
584,38,62,497
599,39,63,485
614,40,62,552
629,41,61,535
644,42,61,618
659,43,61,681
674,44,60,707
689,45,59,758
704,46,59,796
719,47,59,813
734,48,59,832
749,49,60,828
764,50,58,896
779,51,58,934
794,52,59,876
809,53,59,872
824,54,60,788
839,55,61,783
854,56,59,826
869,57,58,859
884,58,59,760
899,59,59,842
914,60,59,865
929,61,58,878
944,62,57,863
959,63,57,862
974,64,56,868
989,65,55,888
1004,66,54,883
1019,67,54,840
1034,68,54,846
1049,69,55,882
1064,70,54,873
1079,71,56,812
1094,72,57,746
1109,73,56,767
1124,74,57,692
1139,75,56,651
1154,76,57,681
1169,77,56,630
1184,78,59,602
1199,79,60,569
1214,80,60,580
1229,81,61,532
1244,82,62,489
1259,83,61,466
1274,84,60,446
1289,85,62,425
1304,86,61,396
1319,87,62,314
1334,88,63,306
1349,89,61,294
1364,90,60,264
1379,91,61,211
1394,92,63,188
1409,93,62,177
1424,94,62,160
1439,95,63,101
14,0,64,115
29,1,63,111
44,2,61,87
59,3,60,75
74,4,61,69
89,5,60,45
104,6,59,48
119,7,61,61
134,8,59,39
149,9,62,43
164,10,60,32
179,11,62,36
194,12,57,49
209,13,62,34
224,14,61,42
239,15,57,58
254,16,61,67
269,17,56,77
284,18,59,84
299,19,61,124
314,20,60,172
329,21,61,234
344,22,62,422
359,23,63,540
374,24,61,737
389,25,57,1005
404,26,57,1021
419,27,54,1000
434,28,47,1083
449,29,50,1088
464,30,45,1128
479,31,19,1010
494,32,27,1064
509,33,32,1024
524,34,22,1015
539,35,30,923
554,36,55,973
569,37,57,908
584,38,57,817
599,39,59,787
614,40,58,805
629,41,59,702
644,42,59,776
659,43,59,663
674,44,59,668
689,45,57,645
704,46,58,675
719,47,57,634
734,48,57,664
749,49,59,627
764,50,60,590
779,51,58,583
794,52,59,610
809,53,59,634
824,54,58,573
839,55,59,602
854,56,58,593
869,57,60,607
884,58,58,646
899,59,58,637
914,60,58,646
929,61,57,711
944,62,57,742
959,63,57,797
974,64,53,864
989,65,53,942
1004,66,50,974
1019,67,50,1030
1034,68,48,1054
1049,69,49,1040
1064,70,49,1022
1079,71,51,995
1094,72,52,968
1109,73,51,952
1124,74,53,875
1139,75,55,797
1154,76,56,753
1169,77,57,585
1184,78,58,690
1199,79,59,506
1214,80,60,435
1229,81,60,428
1244,82,60,383
1259,83,61,380
1274,84,60,330
1289,85,60,305
1304,86,62,288
1319,87,61,295
1334,88,60,269
1349,89,61,284
1364,90,61,213
1379,91,60,211
1394,92,62,159
1409,93,61,165
1424,94,60,121
1439,95,62,120
14,0,62,96
29,1,57,96
44,2,63,85
59,3,61,75
74,4,59,74
89,5,60,61
104,6,58,59
119,7,60,58
134,8,57,41
149,9,57,56
164,10,56,41
179,11,62,43
194,12,56,52
209,13,58,66
224,14,62,38
239,15,59,68
254,16,59,71
269,17,59,85
284,18,60,101
299,19,60,145
314,20,60,201
329,21,61,264
344,22,61,409
359,23,62,561
374,24,61,774
384,25,59,1070
14,0,60,119
29,1,59,109
44,2,59,79
59,3,58,83
74,4,58,72
89,5,57,67
104,6,59,49
119,7,58,61
134,8,58,60
149,9,58,56
164,10,58,40
179,11,59,56
194,12,60,60
209,13,61,46
224,14,59,60
239,15,58,53
254,16,59,81
269,17,59,93
284,18,58,118
299,19,61,138
314,20,60,185
329,21,59,253
344,22,61,439
359,23,59,599
374,24,58,801
389,25,56,1049
404,26,50,1214
419,27,45,1213
434,28,47,1124
449,29,41,1157
464,30,20,1020
479,31,16,930
494,32,14,922
509,33,19,1017
524,34,27,1146
539,35,28,1110
554,36,49,1017
569,37,52,1002
584,38,53,958
599,39,53,923
614,40,55,806
629,41,55,804
644,42,55,833
659,43,55,751
674,44,55,727
689,45,55,730
704,46,55,769
719,47,55,692
734,48,55,682
749,49,55,713
764,50,54,710
779,51,56,714
794,52,57,710
809,53,57,667
824,54,56,722
839,55,55,725
854,56,57,676
869,57,54,753
884,58,54,715
899,59,56,680
914,60,51,734
929,61,52,838
944,62,53,788
959,63,51,878
974,64,53,915
989,65,49,993
1004,66,47,1106
1019,67,44,1092
1034,68,43,1145
1049,69,31,1145
1064,70,19,1038
1079,71,15,950
1094,72,14,917
1109,73,19,1030
1124,74,30,1001
1139,75,49,913
1154,76,51,847
1169,77,53,777
1184,78,55,692
1199,79,55,548
1214,80,57,487
1229,81,55,494
1244,82,59,425
1259,83,58,398
1274,84,57,368
1289,85,57,389
1304,86,58,356
1319,87,60,332
1334,88,58,291
1349,89,59,271
1364,90,59,213
1379,91,57,194
1394,92,60,198
1409,93,61,160
1424,94,60,185
1439,95,61,129
14,0,61,119
29,1,59,107
44,2,60,98
59,3,62,70
74,4,61,72
89,5,60,64
104,6,58,58
119,7,58,61
134,8,60,54
149,9,61,68
164,10,58,51
179,11,59,53
194,12,56,41
209,13,57,72
224,14,60,68
239,15,59,61
254,16,59,69
269,17,58,79
284,18,59,139
299,19,61,125
314,20,59,197
329,21,57,304
344,22,60,443
359,23,60,578
374,24,59,778
389,25,53,1093
392,26,55,1085
14,0,62,97
29,1,62,99
44,2,63,70
59,3,62,73
74,4,60,69
89,5,60,60
104,6,55,53
119,7,59,43
134,8,61,43
149,9,56,24
164,10,60,40
179,11,62,46
194,12,55,30
209,13,60,59
224,14,58,45
239,15,60,57
254,16,62,41
269,17,62,83
284,18,59,92
299,19,61,111
314,20,60,181
329,21,61,271
344,22,62,425
359,23,61,617
374,24,58,873
389,25,55,1110
404,26,52,1139
419,27,50,1186
434,28,48,1191
449,29,43,1119
464,30,28,1047
479,31,21,1026
494,32,16,934
509,33,15,934
524,34,22,1078
539,35,30,1181
554,36,48,1007
569,37,53,1003
584,38,56,853
599,39,53,870
614,40,55,870
629,41,56,820
644,42,56,728
659,43,56,738
674,44,57,702
689,45,56,701
704,46,57,698
719,47,57,699
734,48,57,652
749,49,58,647
764,50,58,679
779,51,56,662
794,52,56,659
809,53,56,652
824,54,57,728
839,55,58,706
854,56,57,722
869,57,57,674
884,58,57,730
899,59,54,707
914,60,56,697
929,61,56,772
944,62,56,810
959,63,54,903
974,64,52,975
989,65,52,1048
1004,66,50,1087
1019,67,27,1071
1034,68,16,988
1049,69,15,976
1064,70,22,1116
1079,71,17,987
1094,72,19,1008
1109,73,33,873
1124,74,51,959
1139,75,53,948
